dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
autos,CN2_default,6,2.996,2.997,2.996,84.9,1.464,124.5,0.994,0.727,0.996,0.708,0.175,0.175,0.175,5.763,0.039,11.297,0.005,0.104,0.003,0.11
autos,CN2_v2,6,1.218,1.219,1.218,33.9,1.518,51.5,0.87,0.605,0.826,0.554,0.083,0.084,0.083,0.876,0.082,3.536,0.02,0.089,0.085,0.131
autos,IDS,6,3.565,3.566,3.565,16.5,1.876,30.9,0.342,0.327,0.187,0.21,0.176,0.176,0.176,2.273,0.064,3.814,0.019,0.019,0.026,0.032
autos,JRip,6,0.015,0.02,0.015,11.6,1.953,22.6,0.887,0.722,0.902,0.725,0.004,0.01,0.004,1.265,0.175,2.797,0.022,0.107,0.018,0.121
autos,LORD,6,0.08,0.08,0.08,58.8,2.393,141.0,,0.81,,,0.067,0.067,0.067,5.029,0.111,16.56,,0.094,,
autos,MLRules,6,0.308,0.312,0.308,100.0,7.897,789.7,0.98,0.776,0.852,0.712,0.014,0.018,0.014,0.0,0.345,34.451,0.007,0.131,0.053,0.144
autos,OneR,6,0.001,0.002,0.001,11.3,1.0,11.3,0.685,0.613,0.546,0.538,0.0,0.002,0.0,0.823,0.0,0.823,0.015,0.09,0.022,0.103
autos,RuleKit_mincov-10perMinClass_measure-C2,6,0.532,0.532,0.532,27.5,3.204,88.1,0.93,0.746,0.933,0.737,0.053,0.053,0.053,1.581,0.204,7.505,0.022,0.097,0.021,0.076
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,6,0.58,0.58,0.58,44.9,2.573,115.5,0.97,0.78,0.97,0.771,0.127,0.127,0.127,1.37,0.064,2.799,0.012,0.118,0.012,0.117
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,6,0.583,0.583,0.583,75.7,2.26,171.0,0.99,0.757,0.991,0.73,0.157,0.157,0.157,3.057,0.13,9.978,0.007,0.124,0.008,0.136
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,6,0.493,0.493,0.493,16.0,4.194,67.1,0.897,0.713,0.926,0.727,0.094,0.094,0.094,0.0,0.199,3.178,0.021,0.112,0.014,0.109
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,6,0.591,0.591,0.591,33.9,2.905,98.1,0.963,0.804,0.967,0.807,0.142,0.142,0.142,2.183,0.213,3.665,0.016,0.083,0.015,0.082
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,6,0.515,0.515,0.515,16.0,4.194,67.1,0.897,0.713,0.926,0.727,0.141,0.141,0.141,0.0,0.199,3.178,0.021,0.112,0.014,0.109
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,6,0.538,0.538,0.538,25.9,3.324,86.1,0.952,0.772,0.964,0.779,0.104,0.104,0.104,0.316,0.141,3.929,0.022,0.11,0.015,0.105
autos,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,6,0.532,0.532,0.532,55.7,2.352,130.9,0.985,0.775,0.987,0.775,0.136,0.136,0.136,2.058,0.111,4.977,0.01,0.118,0.009,0.122
autos,RuleKit_mincov-10perMinClass_measure-Correlation,6,0.536,0.536,0.536,19.5,4.535,88.4,0.882,0.739,0.889,0.707,0.045,0.045,0.045,1.179,0.125,5.275,0.033,0.096,0.03,0.091
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,6,0.702,0.702,0.702,40.7,4.617,187.9,0.913,0.722,0.783,0.674,0.108,0.108,0.108,1.337,0.219,10.279,0.016,0.099,0.038,0.121
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,6,0.736,0.736,0.736,54.4,4.874,265.2,0.906,0.698,0.771,0.647,0.191,0.191,0.191,2.797,0.146,16.43,0.019,0.081,0.043,0.102
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,6,0.517,0.517,0.517,11.0,4.918,54.1,0.867,0.724,0.903,0.736,0.113,0.113,0.113,0.0,0.259,2.846,0.019,0.125,0.016,0.112
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,6,0.64,0.64,0.64,25.8,4.726,121.9,0.902,0.733,0.798,0.7,0.109,0.109,0.109,0.422,0.263,6.226,0.025,0.11,0.024,0.124
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,6,0.622,0.622,0.622,16.0,4.725,75.6,0.879,0.733,0.888,0.71,0.191,0.191,0.191,0.0,0.293,4.695,0.018,0.072,0.044,0.063
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,6,0.612,0.612,0.612,25.8,4.726,121.9,0.902,0.733,0.798,0.7,0.113,0.113,0.113,0.422,0.263,6.226,0.025,0.11,0.024,0.124
autos,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,6,0.736,0.736,0.736,40.5,4.662,188.7,0.911,0.718,0.781,0.674,0.162,0.162,0.162,2.799,0.195,13.985,0.016,0.096,0.04,0.122
autos,RuleKit_mincov-5_measure-C2,6,0.565,0.565,0.565,27.5,3.204,88.1,0.93,0.746,0.933,0.737,0.173,0.173,0.173,1.581,0.204,7.505,0.022,0.097,0.021,0.076
autos,RuleKit_mincov-5_measure-C2_maxNbRules-10,6,0.527,0.527,0.527,44.9,2.573,115.5,0.97,0.78,0.97,0.771,0.105,0.105,0.105,1.37,0.064,2.799,0.012,0.118,0.012,0.117
autos,RuleKit_mincov-5_measure-C2_maxNbRules-100,6,0.52,0.52,0.52,75.7,2.26,171.0,0.99,0.757,0.991,0.73,0.078,0.078,0.078,3.057,0.13,9.978,0.007,0.124,0.008,0.136
autos,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,6,0.483,0.483,0.483,16.0,4.194,67.1,0.897,0.713,0.926,0.727,0.08,0.08,0.08,0.0,0.199,3.178,0.021,0.112,0.014,0.109
autos,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,6,0.584,0.584,0.584,33.9,2.905,98.1,0.963,0.804,0.967,0.807,0.184,0.184,0.184,2.183,0.213,3.665,0.016,0.083,0.015,0.082
autos,RuleKit_mincov-5_measure-C2_maxNbRules-3,6,0.582,0.582,0.582,16.0,4.194,67.1,0.897,0.713,0.926,0.727,0.113,0.113,0.113,0.0,0.199,3.178,0.021,0.112,0.014,0.109
autos,RuleKit_mincov-5_measure-C2_maxNbRules-5,6,0.547,0.547,0.547,25.9,3.324,86.1,0.952,0.772,0.964,0.779,0.12,0.12,0.12,0.316,0.141,3.929,0.022,0.11,0.015,0.105
autos,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,6,0.478,0.478,0.478,55.7,2.352,130.9,0.985,0.775,0.987,0.775,0.055,0.055,0.055,2.058,0.111,4.977,0.01,0.118,0.009,0.122
autos,RuleKit_mincov-5_measure-Correlation,6,0.604,0.604,0.604,19.5,4.535,88.4,0.882,0.739,0.889,0.707,0.136,0.136,0.136,1.179,0.125,5.275,0.033,0.096,0.03,0.091
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,6,0.663,0.663,0.663,40.7,4.617,187.9,0.913,0.722,0.783,0.674,0.081,0.081,0.081,1.337,0.219,10.279,0.016,0.099,0.038,0.121
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,6,0.779,0.779,0.779,54.4,4.874,265.2,0.906,0.698,0.771,0.647,0.152,0.152,0.152,2.797,0.146,16.43,0.019,0.081,0.043,0.102
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,6,0.545,0.545,0.545,11.0,4.918,54.1,0.867,0.724,0.903,0.736,0.195,0.195,0.195,0.0,0.259,2.846,0.019,0.125,0.016,0.112
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,6,0.571,0.571,0.571,25.8,4.726,121.9,0.902,0.733,0.798,0.7,0.109,0.109,0.109,0.422,0.263,6.226,0.025,0.11,0.024,0.124
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,6,0.507,0.507,0.507,16.0,4.725,75.6,0.879,0.733,0.888,0.71,0.074,0.074,0.074,0.0,0.293,4.695,0.018,0.072,0.044,0.063
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,6,0.537,0.537,0.537,25.8,4.726,121.9,0.902,0.733,0.798,0.7,0.045,0.045,0.045,0.422,0.263,6.226,0.025,0.11,0.024,0.124
autos,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,6,0.657,0.657,0.657,40.5,4.662,188.7,0.911,0.718,0.781,0.674,0.125,0.125,0.125,2.799,0.195,13.985,0.016,0.096,0.04,0.122
balance-scale,AQ15,3,1.223,1.223,1.223,167.556,3.564,597.0,1.0,0.778,1.0,0.562,0.091,0.091,0.091,6.227,0.048,20.421,0.0,0.094,0.0,0.07
balance-scale,CN2_default,3,1.432,1.432,1.432,114.2,3.249,371.1,0.972,0.788,0.912,0.586,0.078,0.078,0.078,6.233,0.074,22.879,0.007,0.061,0.025,0.061
balance-scale,CN2_v2,3,0.197,0.197,0.197,70.5,2.576,181.7,0.919,0.816,0.762,0.601,0.01,0.01,0.01,3.064,0.061,10.371,0.005,0.053,0.033,0.037
balance-scale,IDS,3,3.933,3.934,3.934,16.9,2.961,50.1,0.461,0.458,0.333,0.333,0.05,0.05,0.05,3.414,0.047,10.44,0.001,0.005,0.0,0.0
balance-scale,JRip,3,0.017,0.025,0.017,9.6,3.014,29.1,0.864,0.82,0.625,0.593,0.003,0.009,0.003,1.897,0.161,6.574,0.012,0.043,0.009,0.032
balance-scale,LORD,3,0.072,0.072,0.072,125.0,2.87,359.6,,0.832,,,0.05,0.05,0.05,27.528,0.07,83.908,,0.029,,
balance-scale,MLRules,3,0.036,0.046,0.036,100.0,2.665,266.5,0.931,0.906,0.708,0.668,0.0,0.015,0.0,0.0,0.046,4.625,0.004,0.025,0.014,0.035
balance-scale,OneR,3,0.001,0.001,0.001,2.0,1.0,2.0,0.642,0.575,0.464,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.026,0.002,0.019
balance-scale,RuleKit_mincov-10perMinClass_measure-C2,3,0.486,0.486,0.486,50.0,3.141,157.0,0.915,0.843,0.715,0.615,0.095,0.095,0.095,3.3,0.058,9.58,0.008,0.03,0.02,0.026
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,3,0.479,0.479,0.479,29.7,2.912,86.5,0.868,0.824,0.645,0.596,0.1,0.1,0.1,0.483,0.095,3.171,0.013,0.04,0.017,0.029
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,3,0.529,0.529,0.529,115.2,3.495,402.6,0.92,0.831,0.744,0.601,0.085,0.085,0.085,6.989,0.019,23.486,0.006,0.049,0.021,0.036
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,3,0.4,0.4,0.4,13.0,2.444,31.6,0.796,0.754,0.617,0.556,0.066,0.066,0.066,1.7,0.189,3.565,0.023,0.086,0.04,0.068
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,3,0.464,0.464,0.464,37.9,3.134,118.8,0.884,0.851,0.656,0.616,0.13,0.13,0.13,2.923,0.06,9.762,0.012,0.043,0.013,0.032
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,0.222,0.222,0.222,7.5,1.791,13.3,0.736,0.685,0.556,0.496,0.038,0.038,0.038,0.972,0.194,1.059,0.033,0.114,0.03,0.083
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,0.476,0.476,0.476,13.4,2.434,32.5,0.804,0.775,0.609,0.571,0.135,0.135,0.135,0.966,0.185,1.9,0.016,0.043,0.029,0.038
balance-scale,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,0.472,0.472,0.472,75.3,3.419,257.5,0.918,0.862,0.727,0.629,0.044,0.044,0.044,4.945,0.03,18.063,0.007,0.037,0.018,0.034
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation,3,0.432,0.432,0.432,21.2,2.949,62.4,0.866,0.829,0.644,0.605,0.066,0.066,0.066,1.619,0.126,3.406,0.022,0.042,0.018,0.03
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,0.494,0.494,0.494,28.5,2.985,85.1,0.878,0.863,0.647,0.631,0.135,0.135,0.135,1.509,0.103,5.953,0.013,0.037,0.016,0.043
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,0.564,0.564,0.564,60.9,3.5,213.1,0.875,0.85,0.645,0.615,0.084,0.084,0.084,2.846,0.05,9.061,0.017,0.037,0.016,0.026
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,0.138,0.138,0.138,3.0,3.133,9.4,0.641,0.56,0.565,0.455,0.056,0.056,0.056,0.0,0.172,0.516,0.02,0.053,0.031,0.07
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,3,0.443,0.443,0.443,15.2,2.648,40.3,0.836,0.796,0.615,0.575,0.086,0.086,0.086,1.874,0.127,5.87,0.021,0.076,0.019,0.055
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,3,0.308,0.308,0.308,6.3,2.693,16.9,0.736,0.662,0.603,0.518,0.058,0.058,0.058,0.483,0.186,0.738,0.02,0.056,0.022,0.056
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,3,0.465,0.465,0.465,13.9,2.682,37.2,0.827,0.768,0.613,0.555,0.129,0.129,0.129,0.876,0.185,2.251,0.019,0.051,0.02,0.035
balance-scale,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,0.458,0.458,0.458,29.9,3.013,90.1,0.874,0.856,0.642,0.627,0.113,0.113,0.113,2.514,0.087,8.089,0.019,0.037,0.018,0.043
balance-scale,RuleKit_mincov-5_measure-C2,3,0.413,0.413,0.413,50.0,3.141,157.0,0.915,0.843,0.715,0.615,0.045,0.045,0.045,3.3,0.058,9.58,0.008,0.03,0.02,0.026
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,0.47,0.47,0.47,29.7,2.912,86.5,0.868,0.824,0.645,0.596,0.107,0.107,0.107,0.483,0.095,3.171,0.013,0.04,0.017,0.029
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,0.635,0.635,0.635,115.2,3.495,402.6,0.92,0.831,0.744,0.601,0.157,0.157,0.157,6.989,0.019,23.486,0.006,0.049,0.021,0.036
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,0.414,0.414,0.414,13.0,2.444,31.6,0.796,0.754,0.617,0.556,0.065,0.065,0.065,1.7,0.189,3.565,0.023,0.086,0.04,0.068
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,0.483,0.483,0.483,37.9,3.134,118.8,0.884,0.851,0.656,0.616,0.131,0.131,0.131,2.923,0.06,9.762,0.012,0.043,0.013,0.032
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,0.278,0.278,0.278,7.5,1.791,13.3,0.736,0.685,0.556,0.496,0.075,0.075,0.075,0.972,0.194,1.059,0.033,0.114,0.03,0.083
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-5,3,0.445,0.445,0.445,13.4,2.434,32.5,0.804,0.775,0.609,0.571,0.062,0.062,0.062,0.966,0.185,1.9,0.016,0.043,0.029,0.038
balance-scale,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,3,0.519,0.519,0.519,75.3,3.419,257.5,0.918,0.862,0.727,0.629,0.104,0.104,0.104,4.945,0.03,18.063,0.007,0.037,0.018,0.034
balance-scale,RuleKit_mincov-5_measure-Correlation,3,0.505,0.505,0.505,21.2,2.949,62.4,0.866,0.829,0.644,0.605,0.175,0.175,0.175,1.619,0.126,3.406,0.022,0.042,0.018,0.03
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,3,0.494,0.494,0.494,28.5,2.985,85.1,0.878,0.863,0.647,0.631,0.088,0.088,0.088,1.509,0.103,5.953,0.013,0.037,0.016,0.043
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,3,0.51,0.51,0.51,60.9,3.5,213.1,0.875,0.85,0.645,0.615,0.068,0.068,0.068,2.846,0.05,9.061,0.017,0.037,0.016,0.026
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,3,0.133,0.133,0.133,3.0,3.133,9.4,0.641,0.56,0.565,0.455,0.024,0.024,0.024,0.0,0.172,0.516,0.02,0.053,0.031,0.07
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,3,0.402,0.402,0.402,15.2,2.648,40.3,0.836,0.796,0.615,0.575,0.035,0.035,0.035,1.874,0.127,5.87,0.021,0.076,0.019,0.055
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,3,0.304,0.304,0.304,6.3,2.693,16.9,0.736,0.662,0.603,0.518,0.044,0.044,0.044,0.483,0.186,0.738,0.02,0.056,0.022,0.056
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,3,0.462,0.462,0.462,13.9,2.682,37.2,0.827,0.768,0.613,0.555,0.124,0.124,0.124,0.876,0.185,2.251,0.019,0.051,0.02,0.035
balance-scale,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,3,0.531,0.531,0.531,29.9,3.013,90.1,0.874,0.856,0.642,0.627,0.126,0.126,0.126,2.514,0.087,8.089,0.019,0.037,0.018,0.043
breast-cancer,AQ15,2,0.894,0.894,0.894,13.0,4.036,65.3,0.835,0.724,0.723,0.598,0.248,0.248,0.248,7.272,0.718,39.761,0.052,0.05,0.088,0.086
breast-cancer,BRCG,2,2.574,40.079,2.575,10.3,2.493,26.4,0.808,0.714,0.741,0.639,0.259,5.913,0.259,3.945,0.453,11.227,0.021,0.061,0.037,0.092
breast-cancer,CN2_default,2,1.489,1.49,1.49,122.1,1.875,229.0,0.979,0.644,0.97,0.56,0.08,0.08,0.08,5.971,0.031,13.35,0.005,0.094,0.008,0.111
breast-cancer,CN2_v2,2,0.192,0.193,0.192,44.3,2.356,104.4,0.914,0.645,0.89,0.555,0.006,0.007,0.006,1.059,0.076,4.881,0.014,0.101,0.019,0.127
breast-cancer,IDS,2,3.616,3.618,3.618,16.2,1.963,31.8,0.727,0.7,0.541,0.501,0.07,0.071,0.072,3.967,0.035,7.729,0.014,0.012,0.023,0.015
breast-cancer,JRip,2,0.003,0.003,0.003,1.9,1.783,3.7,0.764,0.703,0.667,0.592,0.001,0.001,0.001,0.738,0.567,2.111,0.03,0.054,0.009,0.089
breast-cancer,LORD,2,0.073,0.073,0.073,110.6,3.251,359.7,,0.696,,,0.051,0.051,0.051,4.195,0.073,20.028,,0.07,,
breast-cancer,MLRules,2,0.302,0.307,0.302,100.0,7.845,784.5,0.931,0.696,0.892,0.603,0.014,0.026,0.014,0.0,0.227,22.717,0.006,0.062,0.006,0.077
breast-cancer,OneR,2,0.0,0.0,0.0,10.0,1.0,10.0,0.732,0.657,0.611,0.524,0.0,0.0,0.0,4.83,0.0,4.83,0.007,0.066,0.035,0.088
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2,2,0.481,0.481,0.481,21.0,2.48,52.1,0.766,0.699,0.691,0.617,0.138,0.138,0.138,1.886,0.119,5.466,0.013,0.088,0.021,0.108
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.419,0.419,0.419,18.2,2.118,38.5,0.756,0.713,0.692,0.642,0.076,0.076,0.076,1.033,0.139,2.635,0.024,0.081,0.02,0.117
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.509,0.509,0.509,114.0,3.205,365.6,0.969,0.692,0.951,0.612,0.122,0.122,0.122,10.52,0.06,37.627,0.012,0.072,0.018,0.083
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.146,0.146,0.146,2.0,1.8,3.6,0.759,0.763,0.663,0.665,0.046,0.046,0.046,0.0,0.422,0.843,0.017,0.073,0.01,0.085
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.423,0.423,0.423,8.5,1.975,16.8,0.767,0.749,0.678,0.652,0.094,0.094,0.094,1.179,0.137,2.741,0.012,0.07,0.012,0.093
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.259,0.259,0.259,4.0,1.9,7.6,0.725,0.706,0.655,0.637,0.039,0.039,0.039,0.0,0.242,0.966,0.024,0.069,0.019,0.104
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.464,0.464,0.464,7.7,1.929,14.8,0.77,0.759,0.676,0.659,0.113,0.113,0.113,0.483,0.152,0.789,0.007,0.071,0.012,0.098
breast-cancer,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.54,0.54,0.54,19.2,2.207,42.5,0.756,0.727,0.695,0.647,0.143,0.143,0.143,2.098,0.213,7.153,0.015,0.062,0.024,0.085
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.426,0.426,0.426,9.3,1.502,14.0,0.741,0.724,0.64,0.622,0.077,0.077,0.077,0.675,0.089,1.633,0.007,0.066,0.009,0.092
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.438,0.438,0.438,19.2,1.948,37.4,0.742,0.717,0.645,0.618,0.087,0.087,0.087,0.789,0.126,2.757,0.008,0.075,0.009,0.109
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.506,0.506,0.506,37.4,2.721,101.9,0.751,0.72,0.662,0.633,0.115,0.115,0.115,2.459,0.148,10.225,0.011,0.07,0.011,0.097
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.436,0.436,0.436,9.3,1.502,14.0,0.741,0.724,0.64,0.622,0.107,0.107,0.107,0.675,0.089,1.633,0.007,0.066,0.009,0.092
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.218,0.218,0.218,2.8,1.7,4.6,0.736,0.734,0.668,0.661,0.09,0.09,0.09,1.033,0.258,1.265,0.024,0.091,0.01,0.113
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.22,0.22,0.22,4.0,1.45,5.8,0.735,0.738,0.674,0.671,0.024,0.024,0.024,0.0,0.105,0.422,0.02,0.085,0.012,0.103
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.386,0.386,0.386,7.9,1.462,11.5,0.766,0.741,0.663,0.634,0.068,0.068,0.068,0.568,0.133,0.707,0.012,0.081,0.014,0.107
breast-cancer,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.376,0.376,0.376,7.7,1.471,11.3,0.764,0.748,0.665,0.645,0.053,0.053,0.053,0.483,0.125,0.823,0.011,0.072,0.015,0.094
breast-cancer,RuleKit_mincov-5_measure-C2,2,0.42,0.42,0.42,28.9,2.505,73.2,0.782,0.724,0.712,0.635,0.07,0.07,0.07,6.19,0.197,19.954,0.012,0.058,0.017,0.09
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.484,0.484,0.484,18.2,2.118,38.5,0.756,0.713,0.692,0.642,0.111,0.111,0.111,1.033,0.139,2.635,0.024,0.081,0.02,0.117
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.472,0.472,0.472,114.0,3.205,365.6,0.969,0.692,0.951,0.612,0.065,0.065,0.065,10.52,0.06,37.627,0.012,0.072,0.018,0.083
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.209,0.209,0.209,3.6,1.858,6.8,0.737,0.724,0.656,0.644,0.086,0.086,0.086,1.578,0.356,3.327,0.03,0.099,0.02,0.11
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.452,0.452,0.452,12.9,2.055,26.4,0.761,0.735,0.684,0.645,0.165,0.165,0.165,3.178,0.116,6.222,0.01,0.084,0.02,0.107
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.245,0.245,0.245,4.0,1.9,7.6,0.725,0.706,0.655,0.637,0.033,0.033,0.033,0.0,0.242,0.966,0.024,0.069,0.019,0.104
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.436,0.436,0.436,7.7,1.929,14.8,0.77,0.759,0.676,0.659,0.111,0.111,0.111,0.483,0.152,0.789,0.007,0.071,0.012,0.098
breast-cancer,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.431,0.431,0.431,28.3,2.35,68.1,0.779,0.699,0.712,0.611,0.052,0.052,0.052,6.929,0.271,23.774,0.019,0.069,0.014,0.113
breast-cancer,RuleKit_mincov-5_measure-Correlation,2,0.446,0.446,0.446,13.4,1.58,21.2,0.738,0.71,0.646,0.616,0.107,0.107,0.107,0.699,0.183,3.011,0.01,0.073,0.009,0.106
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.51,0.51,0.51,19.2,1.948,37.4,0.742,0.717,0.645,0.618,0.123,0.123,0.123,0.789,0.126,2.757,0.008,0.075,0.009,0.109
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.471,0.471,0.471,37.4,2.721,101.9,0.751,0.72,0.662,0.633,0.128,0.128,0.128,2.459,0.148,10.225,0.011,0.07,0.011,0.097
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.45,0.45,0.45,13.4,1.58,21.2,0.738,0.71,0.646,0.616,0.103,0.103,0.103,0.699,0.183,3.011,0.01,0.073,0.009,0.106
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.24,0.24,0.24,5.0,1.461,7.3,0.749,0.752,0.667,0.661,0.051,0.051,0.051,1.155,0.1,1.703,0.023,0.081,0.019,0.088
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.242,0.242,0.242,4.0,1.45,5.8,0.735,0.738,0.674,0.671,0.062,0.062,0.062,0.0,0.105,0.422,0.02,0.085,0.012,0.103
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.4,0.4,0.4,7.9,1.462,11.5,0.766,0.741,0.663,0.634,0.09,0.09,0.09,0.568,0.133,0.707,0.012,0.081,0.014,0.107
breast-cancer,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.411,0.411,0.411,12.2,1.586,19.4,0.737,0.72,0.637,0.615,0.051,0.051,0.051,0.919,0.167,2.836,0.014,0.084,0.013,0.105
breast-cancer,rulefit,2,0.757,6.67,0.757,27.5,3.055,84.1,0.8,0.731,0.671,0.582,0.045,0.711,0.045,1.269,0.187,7.909,0.017,0.058,0.027,0.076
breast-w,AQ15,2,,,,,,,,,,,,,,,,,,,,
breast-w,BRCG,2,1.931,57.461,1.931,2.4,3.733,8.8,0.979,0.956,0.98,0.954,0.455,10.444,0.455,0.516,0.832,1.932,0.002,0.029,0.002,0.025
